freq_paiement;langue;type_prof;alimentation;type_territoire;utilisation;presence_alarme;marque_voiture;sexe;cout1;cout2;cout3;cout4;nbsin;exposition;cout;age;duree_permis
mensuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;oui;MAZDA;F;;;;;0;1;;37;18
mensuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;oui;MAZDA;F;;;;;0;0,517808219;;38;19
mensuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;oui;MAZDA;F;;;;;0;0,476712329;;39;20
mensuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;oui;MAZDA;F;;;;;0;0,997260274;;39;20
mensuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;oui;MAZDA;F;;;;;0;0,997260274;;40;21
mensuel;A;Technicien;Végétarien;Urbain;Travail-occasionnel;oui;HONDA;M;;;;;0;0,282191781;;40;22
mensuel;F;Informaticien;Carnivore;Semi-urbain;Travail-occasionnel;oui;VOLKSWAGEN;F;;;;;0;0,997260274;;29;10
mensuel;F;Informaticien;Carnivore;Semi-urbain;Travail-occasionnel;oui;VOLKSWAGEN;F;;;;;0;0,175342466;;30;11
mensuel;F;Informaticien;Carnivore;Semi-urbain;Travail-occasionnel;oui;VOLKSWAGEN;F;;;;;0;0,536986301;;30;11
mensuel;F;Informaticien;Carnivore;Semi-urbain;Travail-occasionnel;non;PEUGEOT;F;;;;;0;0,150684932;;31;12
mensuel;F;Informaticien;Carnivore;Semi-urbain;Travail-occasionnel;non;PEUGEOT;F;;;;;0;0,424657534;;31;12
mensuel;F;Informaticien;Carnivore;Semi-urbain;Travail-occasionnel;non;PEUGEOT;F;;;;;0;0,57260274;;32;13
mensuel;F;Informaticien;Carnivore;Semi-urbain;Travail-occasionnel;non;PEUGEOT;F;;;;;0;0,997260274;;32;13
mensuel;F;Informaticien;Carnivore;Semi-urbain;Travail-occasionnel;non;PEUGEOT;F;;;;;0;0,997260274;;33;14
mensuel;F;Informaticien;Carnivore;Semi-urbain;Travail-occasionnel;non;PEUGEOT;F;;;;;0;0,997260274;;34;15
mensuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;non;GM;M;36,33540373;;;;1;0,997260274;36,34;35;13
mensuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;non;GM;M;;;;;0;1;;36;14
mensuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;non;GM;M;;;;;0;0,997260274;;37;15
mensuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;non;GM;M;;;;;0;0,997260274;;39;17
mensuel;A;Avocat;Carnivore;Urbain;Travail-occasionnel;oui;VOLKSWAGEN;F;;;;;0;0,997260274;;42;10
mensuel;A;Avocat;Carnivore;Urbain;Travail-occasionnel;oui;VOLKSWAGEN;F;;;;;0;1;;43;11
mensuel;A;Avocat;Carnivore;Urbain;Travail-occasionnel;non;GM;F;;;;;0;0,030136986;;46;14
mensuel;A;Avocat;Carnivore;Urbain;Travail-occasionnel;non;GM;F;;;;;0;0,997260274;;46;14
annuel;F;Infirmière;Végétarien;Semi-urbain;Travail-occasionnel;non;PEUGEOT;M;5078,198758;;;;1;0,901369863;5078,2;34;3
annuel;F;Infirmière;Végétarien;Semi-urbain;Travail-occasionnel;non;VOLVO;M;1394,919255;;;;1;0,997260274;1394,92;36;5
annuel;F;Infirmière;Végétarien;Semi-urbain;Travail-occasionnel;non;VOLVO;M;;;;;0;0,997260274;;37;6
annuel;F;Infirmière;Végétarien;Semi-urbain;Travail-occasionnel;non;VOLVO;M;;;;;0;0,997260274;;38;7
annuel;F;Ingénieur;Carnivore;Semi-urbain;Travail-quotidien;non;MERCEDES-BENZ;M;;;;;0;0,997260274;;65;30
annuel;F;Ingénieur;Carnivore;Semi-urbain;Travail-quotidien;non;MERCEDES-BENZ;M;;;;;0;0,997260274;;66;31
mensuel;F;Infirmière;Végétalien;Semi-urbain;Travail-occasionnel;oui;BMW;M;;;;;0;0,997260274;;41;23
mensuel;F;Infirmière;Végétarien;Semi-urbain;Travail-occasionnel;oui;BMW;M;;;;;0;0,44109589;;42;24
mensuel;F;Avocat;Carnivore;Semi-urbain;Travail-quotidien;non;VOLKSWAGEN;F;;;;;0;0,997260274;;49;20
mensuel;F;Avocat;Carnivore;Semi-urbain;Travail-quotidien;non;VOLKSWAGEN;F;;;;;0;0,997260274;;50;21
mensuel;F;Avocat;Carnivore;Semi-urbain;Travail-quotidien;non;VOLKSWAGEN;F;;;;;0;1;;51;22
mensuel;F;Avocat;Carnivore;Semi-urbain;Travail-quotidien;non;VOLKSWAGEN;F;;;;;0;0,98630137;;52;23
mensuel;A;Technicien;Végétalien;Urbain;Travail-occasionnel;oui;GM;M;136,5279503;;;;1;0,901369863;136,53;30;12
mensuel;A;Technicien;Végétarien;Urbain;Travail-occasionnel;oui;GM;M;;;;;0;0,139726027;;31;13
mensuel;A;Technicien;Végétarien;Urbain;Travail-occasionnel;oui;GM;M;;;;;0;0,854794521;;31;13
mensuel;A;Technicien;Végétarien;Urbain;Travail-occasionnel;oui;GM;M;993,757764;;;;1;1;993,76;32;14
mensuel;F;Autre;Végétalien;Semi-urbain;Travail-occasionnel;oui;RENAULT;M;;;;;0;0,997260274;;55;32
mensuel;F;Autre;Végétarien;Semi-urbain;Travail-occasionnel;oui;RENAULT;M;;;;;0;0,361643836;;56;33
mensuel;F;Autre;Végétarien;Semi-urbain;Travail-occasionnel;non;PEUGEOT;M;;;;;0;0,632876712;;57;34
mensuel;F;Autre;Végétarien;Semi-urbain;Travail-occasionnel;non;PEUGEOT;M;;;;;0;1;;57;34
mensuel;F;Autre;Végétarien;Semi-urbain;Travail-occasionnel;non;PEUGEOT;M;;;;;0;0,263013699;;59;36
mensuel;F;Hockeyeur;Carnivore;Semi-urbain;Travail-quotidien;non;ROVER;F;;;;;0;0,101369863;;46;21
mensuel;F;Hockeyeur;Carnivore;Semi-urbain;Travail-occasionnel;non;ROVER;F;;;;;0;0,638356164;;46;21
mensuel;F;Hockeyeur;Carnivore;Semi-urbain;Travail-occasionnel;non;ROVER;F;;;;;0;1;;47;22
mensuel;F;Hockeyeur;Carnivore;Semi-urbain;Travail-occasionnel;non;ROVER;F;;;;;0;0,997260274;;48;23
mensuel;F;Hockeyeur;Carnivore;Semi-urbain;Travail-occasionnel;non;ROVER;F;;;;;0;0,997260274;;49;24
mensuel;F;Hockeyeur;Carnivore;Semi-urbain;Travail-occasionnel;non;ROVER;F;;;;;0;0,997260274;;50;25
mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-quotidien;oui;TOYOTA;M;;;;;0;0,997260274;;50;20
mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-quotidien;oui;TOYOTA;M;;;;;0;1;;51;21
mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-quotidien;oui;TOYOTA;M;;;;;0;0,997260274;;52;22
mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-quotidien;oui;TOYOTA;M;;;;;0;0,997260274;;54;24
mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-quotidien;oui;TOYOTA;M;;;;;0;1;;55;25
mensuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;oui;VOLKSWAGEN;M;;;;;0;0,997260274;;63;35
mensuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;oui;VOLKSWAGEN;M;;;;;0;0,520547945;;64;36
mensuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;non;GM;M;;;;;0;0,065753425;;65;37
mensuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;non;GM;M;;;;;0;0,408219178;;65;37
mensuel;F;Avocat;Végétarien;Semi-urbain;Travail-occasionnel;non;VOLKSWAGEN;M;164,1304348;;;;1;0,978082192;164,13;36;18
mensuel;F;Avocat;Végétarien;Semi-urbain;Travail-occasionnel;non;VOLKSWAGEN;M;;;;;0;0,016438356;;37;19
mensuel;F;Avocat;Carnivore;Semi-urbain;Travail-occasionnel;non;ALFA ROMEO;M;707,3416149;;;;1;0,997260274;707,34;37;19
mensuel;F;Avocat;Carnivore;Semi-urbain;Travail-occasionnel;non;ALFA ROMEO;M;;;;;0;1;;38;20
mensuel;F;Avocat;Carnivore;Semi-urbain;Travail-occasionnel;non;ALFA ROMEO;M;1147,931677;;;;1;0,997260274;1147,93;39;21
mensuel;F;Avocat;Carnivore;Semi-urbain;Travail-occasionnel;non;ALFA ROMEO;M;;;;;0;0,997260274;;40;22
mensuel;A;Avocat;Carnivore;Urbain;Travail-quotidien;non;RENAULT;M;;;;;0;0,997260274;;48;20
mensuel;A;Avocat;Carnivore;Urbain;Travail-quotidien;non;RENAULT;M;516,6335404;187,242236;;;2;1;703,88;49;21
mensuel;F;Professeur;Carnivore;Semi-urbain;Travail-occasionnel;non;TOYOTA;M;;;;;0;0,997260274;;39;20
mensuel;F;Professeur;Carnivore;Semi-urbain;Travail-occasionnel;non;TOYOTA;M;;;;;0;0,997260274;;40;21
mensuel;F;Professeur;Carnivore;Semi-urbain;Travail-occasionnel;non;TOYOTA;M;38,47826087;971,8198758;;;2;1;1010,3;41;22
mensuel;F;Professeur;Carnivore;Semi-urbain;Travail-occasionnel;non;TOYOTA;M;;;;;0;0,997260274;;42;23
mensuel;F;Professeur;Carnivore;Semi-urbain;Travail-occasionnel;non;TOYOTA;M;;;;;0;0,490410959;;44;25
mensuel;F;Professeur;Carnivore;Semi-urbain;Travail-occasionnel;non;TOYOTA;M;;;;;0;0,504109589;;45;26
mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;non;RENAULT;M;;;;;0;0,997260274;;23;5
mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;non;RENAULT;M;;;;;0;0,997260274;;25;7
mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;non;RENAULT;M;;;;;0;0,624657534;;26;8
mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;non;RENAULT;M;;;;;0;0,369863014;;27;9
mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;non;RENAULT;M;;;;;0;0,997260274;;27;9
mensuel;A;Technicien;Carnivore;Urbain;Travail-quotidien;oui;FORD;M;;;;;0;0,997260274;;48;27
mensuel;A;Technicien;Carnivore;Urbain;Travail-quotidien;oui;FORD;M;;;;;0;0,997260274;;50;29
mensuel;F;Autre;Carnivore;Semi-urbain;Travail-occasionnel;non;SUZUKI;F;;;;;0;0,561643836;;34;15
mensuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;non;TOYOTA;F;;;;;0;0,997260274;;59;31
mensuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;non;TOYOTA;F;;;;;0;0,126027397;;60;32
mensuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;non;TOYOTA;F;645,7080745;;;;1;0,868493151;645,71;60;32
mensuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;non;TOYOTA;F;238,3602484;;;;1;1;238,36;61;33
mensuel;A;Ingénieur;Végétarien;Urbain;Travail-quotidien;non;TOYOTA;F;238,3602484;;;;1;0,142465753;238,36;62;34
mensuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;non;TOYOTA;F;;;;;0;0,997260274;;64;36
mensuel;F;Hockeyeur;Végétarien;Semi-urbain;Travail-occasionnel;oui;PEUGEOT;F;;;;;0;0,953424658;;41;5
mensuel;F;Hockeyeur;Végétarien;Semi-urbain;Travail-occasionnel;oui;PEUGEOT;F;950,3726708;;;;1;0,630136986;950,37;42;6
mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;oui;VOLKSWAGEN;M;;;;;0;0,153424658;;53;25
mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;non;MITSUBISHI;M;;;;;0;0,82739726;;54;26
mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;non;MITSUBISHI;M;;;;;0;0,164383562;;54;26
mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;non;MITSUBISHI;M;;;;;0;0,632876712;;55;27
mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;non;MITSUBISHI;M;;;;;0;0,194520548;;55;27
mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;HYUNDAI;F;533,3850932;225,7080745;;;2;0,997260274;759,09;46;20
mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;non;HYUNDAI;F;;;;;0;0,328767123;;47;21
mensuel;F;Autre;Végétalien;Semi-urbain;Travail-occasionnel;non;RENAULT;M;;;;;0;0,997260274;;51;30
mensuel;F;Autre;Végétarien;Semi-urbain;Travail-occasionnel;non;RENAULT;M;;;;;0;0,090410959;;53;32
mensuel;F;Autre;Végétalien;Semi-urbain;Travail-occasionnel;non;RENAULT;M;3775,602484;;;;1;1;3775,6;53;32
mensuel;F;Autre;Végétalien;Semi-urbain;Travail-occasionnel;non;RENAULT;M;;;;;0;0,997260274;;54;33
mensuel;F;Autre;Végétalien;Semi-urbain;Travail-occasionnel;non;RENAULT;M;;;;;0;0,997260274;;55;34
mensuel;F;Autre;Végétalien;Semi-urbain;Travail-occasionnel;non;RENAULT;M;;;;;0;0,997260274;;56;35
annuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;non;DAEWOO;M;;;;;0;1;;34;14
mensuel;F;Technicien;Végétalien;Semi-urbain;Travail-occasionnel;oui;MERCEDES-BENZ;M;266,4906832;;;;1;0,997260274;266,49;33;15
mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;MERCEDES-BENZ;M;;;;;0;0,057534247;;34;16
mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;non;VOLKSWAGEN;M;186,2732919;;;;1;0,936986301;186,27;34;16
mensuel;F;Technicien;Végétalien;Semi-urbain;Travail-occasionnel;non;VOLKSWAGEN;M;;;;;0;0,01369863;;36;18
mensuel;F;Technicien;Végétalien;Urbain;Travail-occasionnel;oui;FORD;M;;;;;0;0,997260274;;37;17
mensuel;F;Technicien;Végétarien;Urbain;Travail-occasionnel;oui;FORD;M;;;;;0;0,071232877;;38;18
mensuel;F;Technicien;Végétarien;Urbain;Travail-occasionnel;non;AUDI;M;;;;;0;0,923287671;;38;18
mensuel;F;Technicien;Végétarien;Urbain;Travail-occasionnel;non;AUDI;M;;;;;0;1;;39;19
mensuel;F;Technicien;Végétarien;Urbain;Travail-occasionnel;non;AUDI;M;;;;;0;0,430136986;;41;21
mensuel;F;Technicien;Végétarien;Urbain;Travail-occasionnel;non;FIAT;M;;;;;0;0,564383562;;42;22
annuel;A;Médecin;Végétalien;Urbain;Travail-occasionnel;oui;TOYOTA;M;;;;;0;0,997260274;;23;4
annuel;A;Médecin;Végétarien;Urbain;Travail-occasionnel;oui;TOYOTA;M;;;;;0;0,997260274;;24;5
annuel;A;Médecin;Végétarien;Urbain;Travail-occasionnel;oui;TOYOTA;M;;;;;0;1;;25;6
annuel;A;Médecin;Végétarien;Urbain;Travail-occasionnel;oui;TOYOTA;M;;;;;0;0,997260274;;26;7
annuel;A;Médecin;Végétarien;Urbain;Travail-occasionnel;oui;TOYOTA;M;;;;;0;0,684931507;;27;8
annuel;A;Médecin;Végétarien;Urbain;Travail-occasionnel;oui;TOYOTA;M;;;;;0;0,309589041;;28;9
mensuel;F;Infirmière;Végétarien;Semi-urbain;Travail-occasionnel;oui;GM;M;;;;;0;0,238356164;;49;26
mensuel;F;Infirmière;Végétarien;Semi-urbain;Travail-occasionnel;oui;GM;M;;;;;0;0,506849315;;49;26
mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;oui;GM;M;;;;;0;0,997260274;;50;27
mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;oui;GM;M;;;;;0;0,997260274;;52;29
mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;oui;GM;M;;;;;0;0,210958904;;53;30
annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;VOLKSWAGEN;F;;;;;0;0,232876712;;41;22
annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;VOLKSWAGEN;F;;;;;0;0,139726027;;41;22
annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;VOLKSWAGEN;F;;;;;0;0,619178082;;41;22
annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;VOLKSWAGEN;F;148,9689441;26386,09938;;;2;1;26535,07;42;23
annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;VOLKSWAGEN;F;;;;;0;0,679452055;;43;24
mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;oui;TOYOTA;M;;;;;0;0,997260274;;52;30
mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;oui;TOYOTA;M;;;;;0;0,997260274;;53;31
mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;oui;TOYOTA;M;;;;;0;1;;54;32
mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;oui;TOYOTA;M;;;;;0;0,997260274;;55;33
mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;oui;TOYOTA;M;;;;;0;0,997260274;;56;34
mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;oui;TOYOTA;M;;;;;0;0,997260274;;57;35
mensuel;F;Technicien;Végétarien;Rural;Travail-quotidien;non;VOLKSWAGEN;M;;;;;0;0,369863014;;30;10
mensuel;F;Technicien;Végétarien;Rural;Travail-quotidien;non;VOLKSWAGEN;M;;;;;0;0,624657534;;30;10
mensuel;F;Technicien;Végétarien;Rural;Travail-quotidien;non;VOLKSWAGEN;M;;;;;0;0,997260274;;31;11
mensuel;F;Technicien;Végétarien;Rural;Travail-quotidien;non;BMW;M;;;;;0;0,254794521;;33;13
mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-quotidien;non;BMW;M;;;;;0;0,739726027;;33;13
mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-quotidien;non;BMW;M;;;;;0;0,01369863;;35;15
mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-quotidien;non;BMW;M;;;;;0;0,463013699;;35;15
mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-quotidien;non;BMW;M;;;;;0;0,997260274;;35;15
mensuel;F;Technicien;Végétarien;Semi-urbain;Loisir;oui;RENAULT;M;;;;;0;0,997260274;;35;20
mensuel;F;Technicien;Végétarien;Semi-urbain;Loisir;oui;RENAULT;M;;;;;0;0,293150685;;36;21
mensuel;F;Technicien;Végétarien;Semi-urbain;Loisir;oui;RENAULT;M;624,5962733;;;;1;0,704109589;624,6;36;21
mensuel;F;Technicien;Carnivore;Semi-urbain;Loisir;oui;RENAULT;M;9219,919255;;;;1;0,997260274;9219,92;37;22
mensuel;F;Technicien;Végétarien;Semi-urbain;Loisir;oui;RENAULT;M;;;;;0;0,347945205;;38;23
mensuel;F;Technicien;Végétarien;Semi-urbain;Loisir;non;GM;M;;;;;0;1;;40;25
mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;VOLKSWAGEN;F;;;;;0;0,997260274;;33;14
mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;VOLKSWAGEN;F;;;;;0;0,997260274;;34;15
mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;VOLKSWAGEN;F;;;;;0;1;;35;16
mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;VOLKSWAGEN;F;348,2670807;;;;1;0,997260274;348,27;36;17
mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;VOLKSWAGEN;F;;;;;0;0,997260274;;38;19
annuel;F;Technicien;Carnivore;Urbain;Travail-occasionnel;non;VOLKSWAGEN;M;;;;;0;0,997260274;;48;25
annuel;F;Technicien;Carnivore;Urbain;Travail-occasionnel;non;VOLKSWAGEN;M;;;;;0;0,997260274;;49;26
annuel;F;Technicien;Carnivore;Urbain;Travail-occasionnel;non;VOLKSWAGEN;M;;;;;0;1;;50;27
annuel;F;Technicien;Carnivore;Urbain;Travail-occasionnel;non;VOLKSWAGEN;M;;;;;0;0,997260274;;51;28
annuel;F;Technicien;Carnivore;Urbain;Travail-occasionnel;non;VOLKSWAGEN;M;;;;;0;0,997260274;;53;30
annuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;non;MERCEDES-BENZ;M;;;;;0;0,323287671;;69;30
annuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;non;MERCEDES-BENZ;M;;;;;0;0,030136986;;69;30
annuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;non;MERCEDES-BENZ;M;;;;;0;0,010958904;;69;30
annuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;non;MERCEDES-BENZ;M;;;;;0;0,624657534;;69;30
annuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;non;MERCEDES-BENZ;M;;;;;0;1;;70;31
annuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;non;MERCEDES-BENZ;M;61,55900621;;;;1;0,997260274;61,56;71;32
annuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;non;MERCEDES-BENZ;M;;;;;0;0,997260274;;72;33
annuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;non;MERCEDES-BENZ;M;;;;;0;0,997260274;;73;34
mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;AUDI;M;;;;;0;0,997260274;;45;22
mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;AUDI;M;;;;;0;0,536986301;;46;23
mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;non;PEUGEOT;M;;;;;0;0,997260274;;29;11
mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;PEUGEOT;M;;;;;0;0,035616438;;32;14
mensuel;F;Informaticien;Végétarien;Semi-urbain;Travail-occasionnel;non;FORD;M;;;;;0;0,997260274;;39;22
mensuel;F;Informaticien;Carnivore;Semi-urbain;Travail-occasionnel;non;FORD;M;;;;;0;0,997260274;;40;23
mensuel;F;Informaticien;Carnivore;Semi-urbain;Travail-occasionnel;non;FORD;M;;;;;0;0,97260274;;41;24
mensuel;F;Informaticien;Carnivore;Semi-urbain;Travail-occasionnel;non;HYUNDAI;M;;;;;0;0,024657534;;42;25
mensuel;F;Informaticien;Carnivore;Semi-urbain;Travail-occasionnel;non;HYUNDAI;M;;;;;0;0,715068493;;42;25
mensuel;F;Informaticien;Carnivore;Semi-urbain;Travail-occasionnel;non;HYUNDAI;M;;;;;0;0,279452055;;43;26
mensuel;F;Informaticien;Carnivore;Semi-urbain;Travail-occasionnel;non;MITSUBISHI;M;814,0931677;;;;1;0,334246575;814,09;55;30
mensuel;A;Technicien;Végétarien;Urbain;Travail-occasionnel;non;VOLKSWAGEN;F;;;;;0;0,997260274;;32;10
mensuel;A;Technicien;Végétarien;Urbain;Travail-occasionnel;non;VOLKSWAGEN;F;;;;;0;0,539726027;;33;11
mensuel;F;Avocat;Carnivore;Semi-urbain;Travail-occasionnel;non;ROVER;F;488,552795;;;;1;0,602739726;488,55;36;18
mensuel;F;Avocat;Carnivore;Semi-urbain;Travail-occasionnel;non;ROVER;F;;;;;0;0,339726027;;37;19
mensuel;F;Avocat;Carnivore;Semi-urbain;Travail-occasionnel;non;ROVER;F;;;;;0;0,049315068;;37;19
mensuel;F;Avocat;Carnivore;Semi-urbain;Travail-occasionnel;non;ROVER;F;;;;;0;1;;37;19
mensuel;F;Avocat;Carnivore;Semi-urbain;Travail-occasionnel;non;ROVER;F;753,4099379;36561,42857;210,8012422;;3;0,706849315;37525,64;38;20
mensuel;F;Avocat;Carnivore;Semi-urbain;Travail-occasionnel;non;ROVER;F;;;;;0;0,238356164;;39;21
mensuel;F;Avocat;Carnivore;Semi-urbain;Travail-occasionnel;non;ROVER;F;;;;;0;0,046575342;;39;21
annuel;F;Actuaire;Carnivore;Urbain;Travail-occasionnel;non;TOYOTA;F;;;;;0;0,994520548;;31;12
annuel;F;Actuaire;Carnivore;Urbain;Travail-occasionnel;non;TOYOTA;F;;;;;0;0,997260274;;32;13
annuel;F;Actuaire;Carnivore;Urbain;Travail-occasionnel;non;TOYOTA;F;;;;;0;1;;33;14
annuel;F;Actuaire;Carnivore;Urbain;Travail-occasionnel;non;TOYOTA;F;;;;;0;0,01369863;;34;15
annuel;F;Actuaire;Carnivore;Urbain;Travail-occasionnel;non;TOYOTA;F;;;;;0;0,980821918;;34;15
annuel;F;Actuaire;Carnivore;Urbain;Travail-occasionnel;non;TOYOTA;F;;;;;0;0,997260274;;35;16
annuel;F;Actuaire;Carnivore;Urbain;Travail-occasionnel;non;TOYOTA;F;;;;;0;0,997260274;;36;17
annuel;A;Avocat;Carnivore;Urbain;Travail-occasionnel;oui;RENAULT;F;;;;;0;0,465753425;;53;30
annuel;A;Avocat;Carnivore;Urbain;Travail-occasionnel;oui;RENAULT;F;;;;;0;0,528767123;;54;31
annuel;A;Avocat;Carnivore;Urbain;Travail-occasionnel;oui;RENAULT;F;;;;;0;0,997260274;;54;31
annuel;A;Avocat;Carnivore;Urbain;Travail-occasionnel;oui;RENAULT;F;;;;;0;0,997260274;;56;33
annuel;A;Avocat;Carnivore;Urbain;Travail-occasionnel;oui;RENAULT;F;;;;;0;0,997260274;;57;34
annuel;A;Avocat;Carnivore;Urbain;Travail-occasionnel;oui;RENAULT;F;;;;;0;0,997260274;;58;35
annuel;A;Avocat;Carnivore;Urbain;Travail-occasionnel;oui;NISSAN;F;;;;;0;0,997260274;;50;30
annuel;A;Avocat;Carnivore;Urbain;Travail-occasionnel;oui;NISSAN;F;;;;;0;0,997260274;;52;32
annuel;A;Médecin;Végétalien;Urbain;Travail-occasionnel;oui;VOLVO;M;;;;;0;0,997260274;;26;5
annuel;A;Médecin;Végétarien;Urbain;Travail-occasionnel;oui;VOLVO;M;;;;;0;0,997260274;;27;6
annuel;A;Médecin;Végétarien;Urbain;Travail-occasionnel;oui;VOLVO;M;;;;;0;1;;28;7
annuel;A;Médecin;Végétarien;Urbain;Travail-occasionnel;oui;VOLVO;M;;;;;0;0,997260274;;29;8
annuel;A;Médecin;Végétarien;Urbain;Travail-occasionnel;oui;VOLVO;M;;;;;0;0,997260274;;30;9
mensuel;F;Informaticien;Végétarien;Semi-urbain;Loisir;non;VOLKSWAGEN;M;;;;;0;0,906849315;;35;13
mensuel;F;Informaticien;Végétarien;Semi-urbain;Loisir;non;PEUGEOT;M;;;;;0;0,087671233;;36;14
mensuel;F;Informaticien;Végétarien;Semi-urbain;Loisir;non;PEUGEOT;M;523,1614907;;;;1;1;523,16;36;14
mensuel;F;Informaticien;Végétarien;Semi-urbain;Loisir;non;PEUGEOT;M;367,8509317;;;;1;0,997260274;367,85;37;15
mensuel;F;Informaticien;Végétarien;Semi-urbain;Loisir;non;PEUGEOT;M;;;;;0;0,997260274;;38;16
mensuel;F;Informaticien;Végétalien;Semi-urbain;Loisir;non;PEUGEOT;M;;;;;0;0,997260274;;39;17
mensuel;A;Infirmière;Végétarien;Urbain;Travail-occasionnel;oui;VOLKSWAGEN;M;;;;;0;0,580821918;;25;6
mensuel;A;Infirmière;Végétalien;Urbain;Travail-occasionnel;oui;VOLKSWAGEN;M;;;;;0;0,523287671;;27;8
mensuel;A;Infirmière;Végétalien;Urbain;Travail-occasionnel;oui;VOLVO;M;1882,217391;;;;1;0,471232877;1882,22;27;8
mensuel;A;Infirmière;Végétarien;Urbain;Travail-occasionnel;oui;VOLVO;M;;;;;0;0,095890411;;28;9
